NOM;CODI;DATA_INI;DATA_FI;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
ALT PIRINEU I ARAN;71;2020-05-03;2020-05-09;15.6137;0.980952;18.5926;7.1510;5;507.7231;354;1;0.6079;6;0;0;4;1;2;0;328;1;0;0
ALT PIRINEU I ARAN;71;2020-05-02;2020-05-08;11.5208;0.72381;18.5926;5.7208;4;491.9908;344;0;0.6270;7;0;0;3;1;2;0;319;0;0;0
ALT PIRINEU I ARAN;71;2020-05-01;2020-05-07;9.24695;0.580952;18.5926;5.7208;4;370.4233;259;0;0.8584;6;0;0;3;1;2;0;233;0;0;0
ALT PIRINEU I ARAN;71;2020-04-30;2020-05-06;9.58458;0.509524;21.4530;5.7208;4;391.8764;274;0;0.7874;6;0;0;3;1;2;0;254;0;0;0
ALT PIRINEU I ARAN;71;2020-04-29;2020-05-05;10.9282;0.580952;22.8832;7.1510;5;409.0389;285;1;0.7435;3;0;0;4;1;2;0;268;1;0;0
ALT PIRINEU I ARAN;71;2020-04-28;2020-05-04;14.0634;0.747619;21.4530;7.1510;5;371.8535;259;1;0.8333;1;0;0;3;2;2;0;239;1;0;0
ALT PIRINEU I ARAN;71;2020-04-27;2020-05-03;20.3336;1.08095;21.4530;11.4416;8;328.9473;229;1;1.4423;1;0;0;6;2;3;0;207;1;0;0
ALT PIRINEU I ARAN;71;2020-04-26;2020-05-02;24.9089;1.14762;24.3135;11.4416;8;316.0755;220;1;1.5075;1;0;0;6;2;3;0;198;1;0;0
ALT PIRINEU I ARAN;71;2020-04-25;2020-05-01;31.6271;1.21429;28.6041;12.8718;9;327.5171;228;1;1.9231;0;0;0;7;2;4;0;207;1;0;0
ALT PIRINEU I ARAN;71;2020-04-24;2020-04-30;30.3868;1.16667;31.4645;12.8718;9;333.2379;232;1;1.8779;0;0;0;7;2;4;0;212;1;0;0
ALT PIRINEU I ARAN;71;2020-04-23;2020-04-29;38.0352;1.14286;38.6155;15.7322;11;291.7620;203;1;2.8249;0;0;0;8;3;5;0;176;1;0;0
ALT PIRINEU I ARAN;71;2020-04-22;2020-04-28;36.0094;0.957143;41.4759;15.7322;11;261.7276;183;0;3.8217;0;0;0;8;3;6;0;157;0;0;0
ALT PIRINEU I ARAN;71;2020-04-21;2020-04-27;30.5797;0.754762;45.7665;14.3020;10;284.6109;193;6;3.4884;0;0;0;8;2;6;0;167;5;0;0
ALT PIRINEU I ARAN;71;2020-04-20;2020-04-26;18.2596;0.504762;42.9061;10.0114;7;288.9016;194;8;3.9106;0;0;0;6;1;7;0;173;6;0;0
ALT PIRINEU I ARAN;71;2020-04-19;2020-04-25;21.5808;0.552381;45.7665;12.8718;9;293.1922;195;10;4.3716;0;0;0;8;1;8;0;175;8;0;0
ALT PIRINEU I ARAN;71;2020-04-18;2020-04-24;30.4178;0.778571;45.7665;15.7322;11;291.7620;194;10;4.5198;0;0;0;8;3;8;0;169;8;0;0
ALT PIRINEU I ARAN;71;2020-04-17;2020-04-23;38.9906;0.842063;52.9176;18.5926;13;294.6224;194;12;6.9364;0;0;1;10;3;12;0;163;10;0;0
ALT PIRINEU I ARAN;71;2020-04-16;2020-04-22;48.2531;0.926313;64.3592;22.8832;16;284.6109;184;15;8.5890;0;0;1;13;3;14;0;150;13;0;0
ALT PIRINEU I ARAN;71;2020-04-15;2020-04-21;53.5522;0.973932;65.7894;25.7437;18;274.5995;173;19;8.2278;0;0;1;14;4;13;0;141;17;0;0
ALT PIRINEU I ARAN;71;2020-04-14;2020-04-20;62.1858;0.999442;74.3707;31.4645;22;354.6910;232;16;8.5714;0;0;3;17;5;17;1;195;15;0;0
ALT PIRINEU I ARAN;71;2020-04-13;2020-04-19;65.9673;0.930394;84.3821;32.8947;23;340.3890;224;14;8.5000;0;0;3;18;5;16;1;186;14;0;0
ALT PIRINEU I ARAN;71;2020-04-12;2020-04-18;64.9477;0.863167;88.6727;32.8947;23;346.1098;227;15;8.8670;0;0;3;18;5;17;1;188;15;0;0
ALT PIRINEU I ARAN;71;2020-04-11;2020-04-17;49.7677;0.674392;88.6727;30.0343;21;348.9702;228;16;9.6154;0;0;4;18;3;19;1;192;16;0;0
ALT PIRINEU I ARAN;71;2020-04-10;2020-04-16;55.2664;0.658519;95.8237;34.3249;24;323.2265;211;15;9.2308;0;0;4;21;3;17;1;180;15;0;0
ALT PIRINEU I ARAN;71;2020-04-09;2020-04-15;55.2199;0.669508;95.8237;41.4759;29;373.2837;249;12;11.6379;0;0;5;27;2;26;1;220;12;0;0
ALT PIRINEU I ARAN;71;2020-04-08;2020-04-14;61.3031;0.706099;101.5446;40.0457;28;358.9816;241;10;13.1222;0;0;7;27;1;28;1;211;10;0;0
ALT PIRINEU I ARAN;71;2020-04-07;2020-04-13;71.4711;0.79666;121.5675;42.9061;30;256.0068;172;7;19.3548;0;0;6;30;0;30;0;148;7;0;0
ALT PIRINEU I ARAN;71;2020-04-06;2020-04-12;86.4811;0.853803;141.5903;51.4874;36;248.8558;167;7;22.2973;0;0;7;36;0;33;0;141;7;0;0
ALT PIRINEU I ARAN;71;2020-04-05;2020-04-11;92.8965;0.904224;148.7414;55.7780;39;250.2860;171;4;23.4899;0;0;9;39;0;35;0;145;4;0;0
ALT PIRINEU I ARAN;71;2020-04-04;2020-04-10;97.6952;0.876834;158.7528;58.6384;41;261.7276;180;3;24.3590;0;0;8;41;0;38;0;153;3;0;0
ALT PIRINEU I ARAN;71;2020-04-03;2020-04-09;101.502;0.876834;168.7643;61.4988;43;273.1693;189;2;24.6988;0;0;9;43;0;41;0;164;2;0;0
ALT PIRINEU I ARAN;71;2020-04-02;2020-04-08;100.687;0.818633;170.1945;54.3478;38;208.8100;144;2;29.2308;0;0;9;38;0;38;0;128;2;0;0
ALT PIRINEU I ARAN;71;2020-04-01;2020-04-07;118.722;0.774032;203.0892;61.4988;43;210.2402;147;0;32.5758;0;0;10;42;1;43;0;132;0;0;0
ALT PIRINEU I ARAN;71;2020-03-31;2020-04-06;112.597;0.670818;217.3913;78.6613;55;257.4370;180;0;34.9398;0;0;9;54;1;58;0;166;0;0;0
ALT PIRINEU I ARAN;71;2020-03-30;2020-04-05;112.293;0.625845;230.2631;90.1029;63;281.7505;197;0;37.9679;0;0;9;62;1;71;0;187;0;0;0
ALT PIRINEU I ARAN;71;2020-03-29;2020-04-04;102.75;0.582045;233.1235;92.9633;65;283.1807;198;0;38.6243;0;0;10;64;1;73;0;189;0;0;0
ALT PIRINEU I ARAN;71;2020-03-28;2020-04-03;116.229;0.637496;244.5652;100.1144;70;274.5995;192;0;42.4731;0;0;10;69;1;79;0;186;0;0;0
ALT PIRINEU I ARAN;71;2020-03-27;2020-04-02;155.072;0.843846;247.4256;107.2654;75;271.7391;190;0;46.1957;0;0;8;74;1;85;0;184;0;0;0
ALT PIRINEU I ARAN;71;2020-03-26;2020-04-01;208.6;1.13513;247.4256;115.8466;81;263.1578;184;0;48.6034;0;0;8;80;1;87;0;179;0;0;0
ALT PIRINEU I ARAN;71;2020-03-25;2020-03-31;266.952;1.45266;245.9954;141.5903;99;303.2036;212;0;54.5894;0;0;5;99;0;113;0;207;0;0;0
ALT PIRINEU I ARAN;71;2020-03-24;2020-03-30;313.296;1.71838;225.9725;138.7299;97;256.0068;179;0;60.5714;0;0;6;97;0;106;0;175;0;0;0
ALT PIRINEU I ARAN;71;2020-03-23;2020-03-29;332.173;1.91301;207.3798;140.1601;98;235.9839;165;0;60.2484;0;0;6;98;0;97;0;161;0;0;0
ALT PIRINEU I ARAN;71;2020-03-22;2020-03-28;367.475;2.15219;198.7986;140.1601;98;230.2631;161;0;59.8726;0;0;3;98;0;94;0;157;0;0;0
ALT PIRINEU I ARAN;71;2020-03-21;2020-03-27;410.721;2.53433;188.7871;144.4508;101;217.3913;152;0;58.7838;0;0;3;101;0;87;0;148;0;0;0
ALT PIRINEU I ARAN;71;2020-03-20;2020-03-26;440.519;2.89941;173.0549;140.1601;98;233.1235;163;0;53.1250;0;0;3;98;0;85;0;160;0;0;0
ALT PIRINEU I ARAN;71;2020-03-19;2020-03-25;404.317;2.88061;161.6132;131.5789;92;224.5423;157;0;51.9481;0;0;2;92;0;80;0;154;0;0;0
ALT PIRINEU I ARAN;71;2020-03-18;2020-03-24;305.789;2.8949;124.4279;104.4050;73;170.1945;119;0;41.0256;0;0;2;73;0;48;0;117;0;0;0
ALT PIRINEU I ARAN;71;2020-03-17;2020-03-23;243.892;2.80918;104.4050;87.2425;61;141.5903;99;0;36.7347;0;0;2;61;0;36;0;98;0;0;0
ALT PIRINEU I ARAN;71;2020-03-16;2020-03-22;186.531;2.80238;81.5217;67.2196;47;122.9977;86;0;35.2941;0;0;1;47;0;30;0;85;0;0;0
ALT PIRINEU I ARAN;71;2020-03-15;2020-03-21;166.218;2.67143;71.5102;58.6384;41;117.2768;82;0;33.3333;0;0;1;41;0;27;0;81;0;0;0
ALT PIRINEU I ARAN;71;2020-03-14;2020-03-20;152.203;2.84286;55.7780;44.3363;31;110.1258;77;0;30.2632;0;0;1;31;0;23;0;76;0;0;0
ALT PIRINEU I ARAN;71;2020-03-13;2020-03-19;115.18;2.84286;41.4759;32.8947;23;68.6498;48;0;27.6596;0;0;1;23;0;13;0;47;0;0;0
ALT PIRINEU I ARAN;71;2020-03-12;2020-03-18;111.129;3.2;34.3249;30.0343;21;48.6270;34;0;23.5294;0;0;1;21;0;8;0;34;0;0;0
ALT PIRINEU I ARAN;71;2020-03-11;2020-03-17;79.4191;3.22857;24.3135;20.0228;14;37.1853;26;0;26.9231;0;0;1;14;0;7;0;26;0;0;0
ALT PIRINEU I ARAN;71;2020-03-10;2020-03-16;64.4944;3.42857;18.5926;17.1624;12;28.6041;20;0;25.0000;0;0;0;12;0;5;0;20;0;0;0
ALT PIRINEU I ARAN;71;2020-03-09;2020-03-15;48.233;3.33333;14.3020;14.3020;10;22.8832;16;0;18.7500;0;0;0;10;0;3;0;16;0;0;0
ALT PIRINEU I ARAN;71;2020-03-08;2020-03-14;40.9291;3.14286;12.8718;12.8718;9;17.1624;12;0;25.0000;0;0;0;9;0;3;0;12;0;0;0
ALT PIRINEU I ARAN;71;2020-03-07;2020-03-13;;;11.4416;11.4416;8;11.4416;8;0;25.0000;0;0;0;8;0;2;0;8;0;0;0
ALT PIRINEU I ARAN;71;2020-03-06;2020-03-12;;;8.5812;8.5812;6;8.5812;6;0;33.3333;0;0;0;6;0;2;0;6;0;0;0
ALT PIRINEU I ARAN;71;2020-03-05;2020-03-11;;;4.2906;4.2906;3;4.2906;3;0;33.3333;0;0;0;3;0;1;0;3;0;0;0
ALT PIRINEU I ARAN;71;2020-03-04;2020-03-10;;;4.2906;4.2906;3;1.4302;1;0;0.0000;0;0;0;3;0;0;0;1;0;0;0
ALT PIRINEU I ARAN;71;2020-03-03;2020-03-09;;;1.4302;1.4302;1;1.4302;1;0;0.0000;0;0;0;1;0;0;0;1;0;0;0
ALT PIRINEU I ARAN;71;2020-03-02;2020-03-08;;;0.0000;0.0000;0;1.4302;1;0;0.0000;0;0;0;0;0;0;0;1;0;0;0
ALT PIRINEU I ARAN;71;2020-03-01;2020-03-07;;;0.0000;0.0000;0;1.4302;1;0;0.0000;0;0;0;0;0;0;0;1;0;0;0
ALT PIRINEU I ARAN;71;2020-02-29;2020-03-06;;;0.0000;0.0000;0;1.4302;1;0;0.0000;0;0;0;0;0;0;0;1;0;0;0
ALT PIRINEU I ARAN;71;2020-02-28;2020-03-05;;;0.0000;0.0000;0;0.0000;0;0;0.0000;0;0;0;0;0;0;0;0;0;0;0
ALT PIRINEU I ARAN;71;2020-02-27;2020-03-04;;;0.0000;0.0000;0;0.0000;0;0;0.0000;0;0;0;0;0;0;0;0;0;0;0
ALT PIRINEU I ARAN;71;2020-02-26;2020-03-03;;;0.0000;0.0000;0;0.0000;0;0;0.0000;0;0;0;0;0;0;0;0;0;0;0
ALT PIRINEU I ARAN;71;2020-02-25;2020-03-02;;;0.0000;0.0000;0;0.0000;0;0;0.0000;0;0;0;0;0;0;0;0;0;0;0
ALT PIRINEU I ARAN;71;2020-02-24;2020-03-01;;;0.0000;0.0000;0;0.0000;0;0;0.0000;0;0;0;0;0;0;0;0;0;0;0
BARCELONA CIUTAT;13;2021-10-03;2021-10-09;30.0381;0.756728;39.4562;14.9979;260;1578.7102;16939;10429;1.2072;28;6;1;136;124;146;129;13863;8917;5586;8631
BARCELONA CIUTAT;13;2021-10-02;2021-10-08;30.6374;0.755215;40.3214;15.4017;267;1604.8990;17421;10401;1.1953;27;5;2;145;122;150;127;14279;8896;5589;8441
BARCELONA CIUTAT;13;2021-10-01;2021-10-07;34.8511;0.896377;38.6486;15.6325;271;1664.0833;18343;10505;1.1778;28;2;2;149;122;159;124;15080;8947;5661;8483
BARCELONA CIUTAT;13;2021-09-30;2021-10-06;42.7887;1.03398;41.2444;17.5937;305;1638.2983;18058;10343;1.3121;25;3;2;163;142;170;141;14908;8795;5826;9483
BARCELONA CIUTAT;13;2021-09-29;2021-10-05;49.3348;1.11677;44.0132;19.0358;330;1642.2786;17750;10720;1.4151;29;3;1;181;149;188;149;14709;9105;5741;9591
BARCELONA CIUTAT;13;2021-09-28;2021-10-04;53.9803;1.16367;46.2053;21.5163;373;1667.5444;17888;11020;1.6276;32;4;2;217;156;236;158;14862;9345;5665;10521
BARCELONA CIUTAT;13;2021-09-27;2021-10-03;57.4709;1.19109;48.1088;23.4776;407;1727.7093;18295;11656;1.6884;39;6;3;230;177;249;174;15171;9883;6245;11199
BARCELONA CIUTAT;13;2021-09-26;2021-10-02;58.3108;1.18843;48.9164;24.4582;424;1744.2071;18503;11734;1.7150;42;6;3;241;183;257;177;15342;9964;6144;11469
BARCELONA CIUTAT;13;2021-09-25;2021-10-01;58.424;1.17816;49.4356;24.9197;432;1747.9566;18429;11873;1.7578;46;7;3;234;198;253;193;15274;10099;6007;11888
BARCELONA CIUTAT;13;2021-09-24;2021-09-30;52.5223;1.00713;52.4352;23.0161;399;1557.7707;16536;10469;1.8106;42;7;4;214;185;230;179;13676;8913;5298;10895
BARCELONA CIUTAT;13;2021-09-23;2021-09-29;49.0044;0.917156;54.0504;23.6506;410;1598.2653;16893;10814;1.8748;41;6;7;232;178;254;179;13907;9189;5482;10486
BARCELONA CIUTAT;13;2021-09-22;2021-09-28;46.9;0.852692;55.6655;24.9774;433;1560.8280;16531;10527;2.0109;44;7;9;248;185;268;184;13527;8950;6341;10319
BARCELONA CIUTAT;13;2021-09-21;2021-09-27;47.5178;0.812347;59.1266;24.6889;428;1553.6751;16954;9980;1.9798;38;8;9;244;184;260;183;13882;8494;6970;9975
BARCELONA CIUTAT;13;2021-09-20;2021-09-26;47.3331;0.786495;61.0879;24.6312;427;1489.7607;16720;9106;2.0401;35;6;10;243;184;249;188;13684;7736;7199;9834
BARCELONA CIUTAT;13;2021-09-19;2021-09-25;48.5097;0.804489;61.2032;24.4582;424;1459.4763;16324;8977;2.0574;36;7;11;241;183;243;188;13337;7612;7285;9708
BARCELONA CIUTAT;13;2021-09-18;2021-09-24;51.3698;0.84297;61.8955;24.5159;425;1461.4952;16584;8752;2.0246;35;7;11;246;179;242;183;13580;7412;7471;10159
BARCELONA CIUTAT;13;2021-09-17;2021-09-23;58.5085;0.867334;68.3561;29.4191;510;1627.2806;18558;9652;2.2497;45;10;11;299;211;312;215;15243;8182;9430;11327
BARCELONA CIUTAT;13;2021-09-16;2021-09-22;60.3437;0.882359;69.2214;30.3997;527;1559.3859;18079;8954;2.3729;51;12;8;308;219;313;221;14899;7605;10100;11070
BARCELONA CIUTAT;13;2021-09-15;2021-09-21;62.5015;0.908499;69.6252;30.6881;532;1568.7308;18646;8549;2.4107;53;11;8;303;229;313;233;15395;7254;10693;10675
BARCELONA CIUTAT;13;2021-09-14;2021-09-20;69.4834;0.944463;74.4707;34.4376;597;1506.6622;18022;8097;2.7693;55;8;9;333;264;338;263;14823;6879;11314;10772
BARCELONA CIUTAT;13;2021-09-13;2021-09-19;72.221;0.958176;76.1435;36.4566;632;1483.2423;17975;7738;2.9781;58;8;8;351;281;358;278;14767;6589;11818;12070
BARCELONA CIUTAT;13;2021-09-12;2021-09-18;74.2167;0.974121;76.9511;36.7450;637;1480.4158;17951;7713;3.0395;57;7;7;349;288;362;286;14744;6575;12060;12769
BARCELONA CIUTAT;13;2021-09-11;2021-09-17;76.7627;0.997631;77.7010;37.3795;648;1471.3593;17818;7689;3.1317;57;8;7;357;291;374;288;14599;6540;12229;11818
BARCELONA CIUTAT;13;2021-09-10;2021-09-16;80.6405;1.03472;78.2202;38.9370;675;1445.8627;17499;7566;3.2824;55;9;9;380;295;390;289;14293;6393;12813;13414
BARCELONA CIUTAT;13;2021-09-09;2021-09-15;82.7813;1.04733;79.0278;38.8216;673;1468.1866;18109;7343;3.2778;51;11;16;363;310;380;303;14660;6177;14131;15352
BARCELONA CIUTAT;13;2021-09-08;2021-09-14;84.4018;1.041;81.1044;38.9370;675;1506.9506;18770;7354;3.2200;46;10;18;362;313;373;310;15061;6150;14589;17705
BARCELONA CIUTAT;13;2021-09-07;2021-09-13;84.5941;1.03668;81.7966;40.0330;694;1534.5239;19061;7541;3.2525;51;15;19;367;327;373;326;15208;6283;16458;19016
BARCELONA CIUTAT;13;2021-09-06;2021-09-12;86.1966;1.02987;83.9309;39.6869;688;1526.7941;18812;7656;3.3171;56;18;24;340;348;357;350;14943;6371;17022;21438
BARCELONA CIUTAT;13;2021-09-05;2021-09-11;86.6885;1.01805;85.4307;40.2061;697;1532.8510;18865;7708;3.2838;54;20;26;341;356;352;351;14994;6414;17153;22220
BARCELONA CIUTAT;13;2021-09-04;2021-09-10;85.1057;0.972214;88.0842;40.3214;699;1539.3117;18783;7902;3.2720;58;21;26;333;366;343;361;14917;6599;17533;24317
BARCELONA CIUTAT;13;2021-09-03;2021-09-09;80.9394;0.909502;89.6994;39.2831;681;1550.9063;18799;8087;3.1895;64;21;25;293;388;299;393;14896;6800;16730;25452
BARCELONA CIUTAT;13;2021-09-02;2021-09-08;80.3169;0.852337;94.9487;40.2061;697;1591.2277;19182;8403;3.1556;67;20;22;300;397;300;400;15110;7073;16611;26137
BARCELONA CIUTAT;13;2021-09-01;2021-09-07;81.1641;0.808399;101.0632;42.1673;731;1604.3798;19302;8511;3.2467;80;28;23;310;421;314;413;15165;7227;16097;27398
BARCELONA CIUTAT;13;2021-08-31;2021-09-06;80.0741;0.7729;104.7551;41.7636;724;1609.4561;18990;8911;3.2626;86;26;24;290;434;305;428;14904;7563;14544;30004
BARCELONA CIUTAT;13;2021-08-30;2021-09-05;86.1889;0.765678;114.1000;44.2440;767;1628.7804;18939;9297;3.4487;88;26;21;303;464;330;454;14831;7902;14574;28484
BARCELONA CIUTAT;13;2021-08-29;2021-09-04;87.8784;0.76448;116.5804;45.2246;784;1640.0289;18823;9608;3.5130;91;24;19;314;470;343;462;14733;8182;14476;27717
BARCELONA CIUTAT;13;2021-08-28;2021-09-03;91.4868;0.768253;120.9067;47.7627;828;1651.5658;18732;9899;3.6373;96;23;21;336;492;361;479;14647;8447;14337;29096
BARCELONA CIUTAT;13;2021-08-27;2021-09-02;98.1283;0.766343;129.9055;50.4162;874;1645.9127;18367;10166;3.8718;100;21;25;359;515;391;499;14307;8680;14246;33153
BARCELONA CIUTAT;13;2021-08-26;2021-09-01;105.343;0.765941;139.8849;54.7426;949;1628.5496;17774;10458;4.3482;103;24;26;384;565;427;563;13833;8935;13503;36413
BARCELONA CIUTAT;13;2021-08-25;2021-08-31;112.162;0.772063;147.6724;58.8959;1021;1613.4940;17122;10849;4.7926;99;17;33;406;615;462;617;13290;9224;13680;39192
BARCELONA CIUTAT;13;2021-08-24;2021-08-30;120.063;0.781965;156.4404;62.9915;1092;1608.0139;16960;10916;5.1280;103;20;32;440;652;497;651;13106;9281;13541;42873
BARCELONA CIUTAT;13;2021-08-23;2021-08-29;130.846;0.794375;167.8619;69.8559;1211;1632.2991;17160;11137;5.5188;111;23;34;493;718;532;719;13239;9429;14697;43599
BARCELONA CIUTAT;13;2021-08-22;2021-08-28;136.56;0.806272;172.8228;71.3557;1237;1633.9143;17170;11155;5.6828;115;28;40;500;737;547;741;13222;9443;14691;43566
BARCELONA CIUTAT;13;2021-08-21;2021-08-27;143.386;0.825581;176.8030;73.1439;1268;1631.0301;17017;11258;5.9222;130;30;41;509;759;567;771;13094;9499;14575;43704
BARCELONA CIUTAT;13;2021-08-20;2021-08-26;155.057;0.850319;185.6865;79.4892;1378;1664.5448;17225;11631;6.3245;141;40;36;531;847;601;853;13197;9793;16712;38274
BARCELONA CIUTAT;13;2021-08-19;2021-08-25;166.184;0.864432;195.5505;85.1423;1476;1696.3290;17614;11793;6.6067;147;35;34;601;875;679;871;13490;9971;17636;34588
BARCELONA CIUTAT;13;2021-08-18;2021-08-24;175.509;0.861798;207.0297;88.7764;1539;1712.0768;17833;11847;6.7594;152;38;26;633;906;695;904;13589;10067;18336;30810
BARCELONA CIUTAT;13;2021-08-17;2021-08-23;185.265;0.855203;220.0664;93.4489;1620;1725.2289;17911;11997;7.1474;164;39;38;647;973;724;980;13611;10230;19106;27697
BARCELONA CIUTAT;13;2021-08-16;2021-08-22;197.138;0.846126;236.4488;98.0060;1699;1741.0922;17968;12215;7.4219;173;36;38;683;1016;764;1020;13620;10417;21711;28433
BARCELONA CIUTAT;13;2021-08-15;2021-08-21;198.855;0.836158;241.2367;101.4670;1759;1750.1486;18049;12291;7.5796;184;36;37;694;1065;767;1065;13700;10470;22154;27947
BARCELONA CIUTAT;13;2021-08-14;2021-08-20;199.089;0.818122;246.8321;103.6591;1797;1767.9155;18237;12411;7.6224;184;39;37;711;1086;779;1083;13837;10591;25253;26035
BARCELONA CIUTAT;13;2021-08-13;2021-08-19;205.375;0.794367;262.3492;106.1972;1841;1778.6448;18479;12355;7.8887;182;39;44;720;1121;812;1122;13946;10570;25611;28345
BARCELONA CIUTAT;13;2021-08-12;2021-08-18;214.524;0.781877;277.8663;110.4081;1914;1810.9481;18993;12401;8.1103;197;42;45;732;1182;836;1191;14375;10618;26863;31217
BARCELONA CIUTAT;13;2021-08-11;2021-08-17;227.508;0.780674;294.8833;118.2532;2050;1823.0042;19069;12534;8.6227;200;46;49;774;1276;888;1287;14497;10727;29535;31674
BARCELONA CIUTAT;13;2021-08-10;2021-08-16;245.04;0.777911;318.1301;126.6175;2195;1859.3454;19479;12754;8.9651;204;43;46;851;1344;956;1356;14837;10952;33683;29245
BARCELONA CIUTAT;13;2021-08-09;2021-08-15;267.409;0.774117;348.2415;138.4428;2400;1904.6278;20074;12944;9.6007;212;58;52;921;1479;1042;1485;15173;11148;32403;28157
BARCELONA CIUTAT;13;2021-08-08;2021-08-14;271.573;0.772122;354.2407;139.7696;2423;1910.3963;20108;13010;9.6399;211;59;53;929;1494;1051;1495;15197;11214;33280;29512
BARCELONA CIUTAT;13;2021-08-07;2021-08-13;281.605;0.769202;368.7195;143.1730;2482;1942.6419;20465;13212;9.6930;213;54;59;946;1536;1072;1536;15507;11399;34019;27804
BARCELONA CIUTAT;13;2021-08-06;2021-08-12;301.221;0.758731;399.5230;156.1520;2707;2013.6516;21237;13671;10.0751;215;49;59;1074;1633;1170;1648;16158;11812;34151;29623
BARCELONA CIUTAT;13;2021-08-05;2021-08-11;318.497;0.750944;427.3270;167.4581;2903;2055.2421;21515;14114;10.3912;226;53;59;1149;1754;1215;1755;16361;12221;39011;27191
BARCELONA CIUTAT;13;2021-08-04;2021-08-10;340.986;0.741398;464.0143;176.6300;3062;2119.6181;22347;14398;10.6828;254;55;66;1202;1860;1292;1856;16961;12507;42652;26220
BARCELONA CIUTAT;13;2021-08-03;2021-08-09;370.325;0.733694;508.7775;191.5126;3320;2184.9169;23053;14824;11.3427;277;65;66;1298;2022;1446;2009;17581;12879;46331;25790
BARCELONA CIUTAT;13;2021-08-02;2021-08-08;410.224;0.728186;567.7888;209.7986;3637;2249.5236;23601;15396;11.8790;285;59;64;1422;2215;1571;2176;18129;13414;44941;26912
BARCELONA CIUTAT;13;2021-08-01;2021-08-07;421.611;0.72228;587.9207;214.4710;3718;2289.4990;23984;15706;11.9402;295;63;64;1457;2261;1616;2218;18458;13652;44367;29523
BARCELONA CIUTAT;13;2021-07-31;2021-08-06;432.856;0.711329;612.3213;225.5465;3910;2327.3401;24130;16216;12.2225;301;71;64;1524;2386;1658;2334;18549;14112;41481;34152
BARCELONA CIUTAT;13;2021-07-30;2021-08-05;464.37;0.705677;661.6992;243.3710;4219;2440.8055;24758;17555;12.6045;333;77;73;1628;2591;1813;2531;19126;15338;42771;33967
BARCELONA CIUTAT;13;2021-07-29;2021-08-04;500.7;0.709902;709.2313;259.8688;4505;2539.9076;25676;18355;13.0843;339;82;79;1734;2771;1967;2738;19885;16074;38695;37129
BARCELONA CIUTAT;13;2021-07-28;2021-08-03;553.504;0.718047;775.1070;287.3843;4982;2642.2399;26401;19404;13.7646;357;82;76;1920;3062;2158;3027;20645;17024;34241;44198
BARCELONA CIUTAT;13;2021-07-27;2021-08-02;610.875;0.727793;843.5209;317.2649;5500;2773.3568;27831;20247;14.4032;366;81;75;2122;3378;2361;3348;21824;17813;32004;44888
BARCELONA CIUTAT;13;2021-07-26;2021-08-01;685.118;0.734407;936.8544;357.9902;6206;2912.3766;28850;21638;15.4518;383;84;74;2312;3894;2556;3918;22736;19162;33966;44069
BARCELONA CIUTAT;13;2021-07-25;2021-07-31;715.39;0.739765;970.7729;373.4496;6474;2926.5093;28995;21738;15.9427;412;90;85;2404;4070;2641;4083;22847;19329;33524;47119
BARCELONA CIUTAT;13;2021-07-24;2021-07-30;746.012;0.742;1009.4216;386.7747;6705;2950.8522;29365;21790;16.3987;451;88;93;2462;4243;2733;4244;23138;19408;35355;46663
BARCELONA CIUTAT;13;2021-07-23;2021-07-29;808.476;0.752669;1077.4893;418.3282;7252;3076.3160;30998;22332;16.9657;470;88;82;2677;4575;2978;4559;24432;19993;35862;51156
BARCELONA CIUTAT;13;2021-07-22;2021-07-28;872.872;0.758224;1154.1521;449.3624;7790;3164.9194;31539;23327;17.6216;485;92;76;2836;4954;3146;4930;24926;20904;35064;52786
BARCELONA CIUTAT;13;2021-07-21;2021-07-27;946.302;0.765395;1237.9100;487.7227;8455;3220.9311;31371;24466;18.7168;508;99;72;3055;5400;3382;5393;24896;21987;33707;54313
BARCELONA CIUTAT;13;2021-07-20;2021-07-26;1016.8;0.772517;1316.4186;526.2559;9123;3276.1929;31204;25591;19.7399;532;103;66;3293;5830;3628;5860;24974;23091;32596;57455
BARCELONA CIUTAT;13;2021-07-19;2021-07-25;1103.37;0.784715;1404.5029;578.8642;10035;3346.6257;31288;26728;21.0408;552;95;68;3512;6523;3852;6543;25169;24235;31518;65533
BARCELONA CIUTAT;13;2021-07-18;2021-07-24;1144.25;0.799201;1430.1725;597.3233;10355;3376.1602;31555;26973;21.5263;552;84;54;3596;6759;3969;6772;25431;24466;32278;63869
BARCELONA CIUTAT;13;2021-07-17;2021-07-23;1217.78;0.828363;1468.2443;622.6468;10794;3412.0977;31982;27169;22.0969;552;91;40;3753;7041;4119;7051;25888;24662;32491;63579
