NOM;CODI;DATA_INI;DATA_FI;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
BARCELONA CIUTAT;13;2021-07-16;2021-07-22;1332.23;0.870938;1526.8518;659.1611;11427;3435.2292;31769;27783;23.2307;550;96;39;3845;7582;4254;7622;25876;25246;32761;64020
BARCELONA CIUTAT;13;2021-07-15;2021-07-21;1442.11;0.899152;1599.7074;704.7896;12218;3499.4897;31495;29171;24.2535;567;88;37;4061;8157;4488;8239;25918;26557;39481;62860
BARCELONA CIUTAT;13;2021-07-14;2021-07-20;1533.63;0.916885;1666.8522;750.1873;13005;3560.9814;31658;30074;25.2544;536;89;33;4296;8709;4786;8789;26268;27485;44307;62809
BARCELONA CIUTAT;13;2021-07-13;2021-07-19;1601.27;0.928978;1716.3455;790.1627;13698;3646.7583;32317;30902;25.7261;518;80;33;4438;9260;4916;9300;26936;28323;42475;66817
BARCELONA CIUTAT;13;2021-07-12;2021-07-18;1636.74;0.945497;1722.5177;825.6386;14313;3694.0020;32836;31202;26.3287;508;85;25;4624;9689;5124;9643;27478;28609;44958;65650
BARCELONA CIUTAT;13;2021-07-11;2021-07-17;1675.42;0.969538;1719.3451;832.8492;14438;3696.0786;32762;31312;26.4026;487;88;23;4647;9791;5120;9713;27447;28733;51086;64012
BARCELONA CIUTAT;13;2021-07-10;2021-07-16;1786.0;1.0351;1715.8840;845.5975;14659;3768.7034;33588;31745;26.1665;449;79;22;4724;9935;5200;9824;28233;29184;54804;69130
BARCELONA CIUTAT;13;2021-07-09;2021-07-15;1946.2;1.12871;1714.1535;867.6907;15042;3927.1052;36424;31655;25.5940;414;69;19;5088;9954;5592;9823;31067;29162;57111;71294
BARCELONA CIUTAT;13;2021-07-08;2021-07-14;2061.12;1.2007;1705.1547;894.9178;15514;4055.9724;39336;30977;25.3630;374;70;20;5550;9964;6081;9781;33929;28611;57913;76826
BARCELONA CIUTAT;13;2021-07-07;2021-07-13;2109.58;1.24742;1679.2543;916.6648;15891;4157.4972;41366;30707;25.1333;348;58;16;5858;10033;6356;9817;36026;28323;56491;82208
BARCELONA CIUTAT;13;2021-07-06;2021-07-12;2103.39;1.28891;1620.0123;926.1828;16056;4179.8211;42512;29948;25.0528;308;53;11;6062;9994;6523;9733;37258;27629;58505;89215
BARCELONA CIUTAT;13;2021-07-05;2021-07-11;2024.71;1.32203;1519.9874;896.8790;15548;4129.9240;42962;28633;24.1366;256;44;9;6100;9448;6394;9129;37866;26447;57258;97059
BARCELONA CIUTAT;13;2021-07-04;2021-07-10;2061.19;1.3771;1485.3189;886.4958;15368;4162.9195;43755;28412;23.7221;239;39;9;6101;9267;6424;8970;38643;26250;58309;96502
BARCELONA CIUTAT;13;2021-07-03;2021-07-09;2184.49;1.51681;1429.0188;870.2865;15087;4158.3624;44336;27752;23.2816;220;37;8;6115;8972;6419;8681;39234;25624;59810;92287
BARCELONA CIUTAT;13;2021-07-02;2021-07-08;2518.67;1.88458;1325.8212;846.4628;14674;4065.4904;43421;27057;22.9099;189;31;7;5980;8694;6186;8368;38529;24998;64181;94487
BARCELONA CIUTAT;13;2021-07-01;2021-07-07;2820.0;2.36092;1184.6672;810.2369;14046;3870.0552;40761;26329;22.6972;171;28;5;5644;8402;5747;8015;36264;24369;62907;98250
BARCELONA CIUTAT;13;2021-06-30;2021-07-06;2885.15;2.73716;1045.3013;762.5895;13220;3655.7571;38335;25040;22.1823;154;23;5;5291;7929;5260;7464;34134;23227;74263;90864
BARCELONA CIUTAT;13;2021-06-29;2021-07-05;2786.56;3.03667;910.2619;693.8295;12028;3447.4006;36271;23492;21.1703;140;23;6;4874;7154;4789;6691;32432;21795;78865;89141
BARCELONA CIUTAT;13;2021-06-28;2021-07-04;2479.72;3.14935;781.1639;623.1083;10802;3236.3906;34140;21965;20.1772;141;26;6;4402;6400;4312;5981;30621;20392;81664;88533
BARCELONA CIUTAT;13;2021-06-27;2021-07-03;2387.3;3.19492;741.3039;598.8231;10381;3131.8662;32839;21454;19.9570;131;24;9;4240;6141;4100;5749;29439;19912;83916;87388
BARCELONA CIUTAT;13;2021-06-26;2021-07-02;2172.74;3.13487;687.6572;558.7323;9686;2958.1204;30610;20671;19.6696;126;24;7;3907;5779;3766;5413;27464;19202;78811;93629
BARCELONA CIUTAT;13;2021-06-25;2021-07-01;1732.18;2.94137;584.4019;479.3584;8310;2579.5368;25992;18726;18.9496;126;22;6;3309;5001;3093;4639;23389;17414;72747;89937
BARCELONA CIUTAT;13;2021-06-24;2021-06-30;1223.75;2.52588;480.9159;374.4302;6491;2084.1998;21120;15011;18.0443;111;16;5;2545;3946;2333;3620;19028;13963;64458;75036
BARCELONA CIUTAT;13;2021-06-23;2021-06-29;845.724;2.22894;376.7376;282.7118;4901;1837.7138;18543;13315;15.4152;104;17;6;1947;2954;1790;2708;16790;12389;59279;74985
BARCELONA CIUTAT;13;2021-06-22;2021-06-28;591.494;1.96834;298.5174;216.4323;3752;1649.2007;16203;12387;12.9691;95;19;7;1496;2256;1355;2042;14679;11514;61188;72655
BARCELONA CIUTAT;13;2021-06-21;2021-06-27;427.59;1.85705;228.8922;158.0556;2740;1519.8143;15113;11234;10.5853;84;15;7;1148;1592;1106;1444;13649;10441;63789;62645
BARCELONA CIUTAT;13;2021-06-20;2021-06-26;374.877;1.7714;210.4331;142.4807;2470;1482.5501;14935;10766;9.7713;82;19;5;1059;1411;1025;1269;13473;10004;55544;67045
BARCELONA CIUTAT;13;2021-06-19;2021-06-25;340.14;1.73463;195.0314;128.9249;2235;1448.4585;14744;10366;9.1353;83;18;6;976;1259;952;1142;13293;9629;60129;57567
BARCELONA CIUTAT;13;2021-06-18;2021-06-24;280.37;1.66796;167.2851;105.0435;1821;1394.8119;14498;9682;7.7841;80;19;7;819;1002;801;915;13081;8964;65535;54494
BARCELONA CIUTAT;13;2021-06-17;2021-06-23;272.143;1.6269;166.4775;106.4856;1846;1560.7126;16408;10648;7.1235;82;22;7;853;993;834;923;14797;9868;76892;59211
BARCELONA CIUTAT;13;2021-06-16;2021-06-22;232.948;1.54291;150.3258;94.0257;1630;1518.0838;16420;9897;6.5112;82;22;10;768;862;748;813;14784;9190;78669;55696
BARCELONA CIUTAT;13;2021-06-15;2021-06-21;201.811;1.47045;136.4816;82.0850;1423;1484.4537;16549;9185;5.8231;82;22;8;675;748;655;709;14905;8519;79104;46080
BARCELONA CIUTAT;13;2021-06-14;2021-06-20;176.912;1.42501;123.3872;70.8366;1228;1476.1471;16730;8860;5.1941;83;23;10;605;623;602;609;15090;8225;83534;39372
BARCELONA CIUTAT;13;2021-06-13;2021-06-19;168.426;1.38856;120.5606;67.9523;1178;1475.4549;16759;8819;5.0191;81;21;9;586;592;586;583;15107;8184;83151;37137
BARCELONA CIUTAT;13;2021-06-12;2021-06-18;160.007;1.32935;119.5800;66.1064;1146;1471.1286;16782;8721;4.9059;75;19;10;573;573;573;566;15128;8089;79710;39714
BARCELONA CIUTAT;13;2021-06-11;2021-06-17;138.932;1.18403;116.5804;62.2416;1079;1459.9378;16830;8479;4.6668;77;20;10;526;553;534;541;15159;7876;81742;35949
BARCELONA CIUTAT;13;2021-06-10;2021-06-16;127.976;1.12297;113.2347;59.9919;1040;1436.2294;16412;8486;4.6017;77;18;13;529;511;535;506;14759;7863;78340;39282
BARCELONA CIUTAT;13;2021-06-09;2021-06-15;119.588;1.08425;109.6006;56.3001;976;1427.2306;16220;8522;4.3043;78;19;10;492;484;499;469;14610;7879;71721;45680
BARCELONA CIUTAT;13;2021-06-08;2021-06-14;115.319;1.07447;106.6586;54.3965;943;1416.0975;16097;8452;4.1585;82;15;10;470;473;475;453;14516;7800;66714;49715
BARCELONA CIUTAT;13;2021-06-07;2021-06-13;114.605;1.06839;106.5433;52.5506;911;1417.1935;16158;8410;4.0477;76;16;10;459;452;466;437;14566;7743;63310;49148
BARCELONA CIUTAT;13;2021-06-06;2021-06-12;115.887;1.07683;106.8317;52.6082;912;1411.9442;16125;8352;4.1140;77;17;10;461;451;473;442;14549;7692;62245;47827
BARCELONA CIUTAT;13;2021-06-05;2021-06-11;115.246;1.06627;107.3509;53.4735;927;1415.8091;16272;8272;4.1575;80;20;8;470;457;484;443;14683;7614;61318;49263
BARCELONA CIUTAT;13;2021-06-04;2021-06-10;115.386;1.04121;110.0044;54.3388;942;1422.6735;16596;8067;4.1765;85;20;8;494;448;507;428;14947;7440;54516;54009
BARCELONA CIUTAT;13;2021-06-03;2021-06-09;112.07;1.00758;110.3505;53.2428;923;1448.3432;16901;8207;4.0561;99;24;8;474;449;494;431;15221;7584;49492;58053
BARCELONA CIUTAT;13;2021-06-02;2021-06-08;111.633;0.988651;112.0233;53.3005;924;1488.7800;17522;8287;3.9079;95;23;8;477;447;484;431;15754;7660;45812;60479
BARCELONA CIUTAT;13;2021-06-01;2021-06-07;113.188;0.966066;116.3496;52.2621;906;1519.6412;18180;8164;3.8132;94;26;9;466;440;491;421;16333;7584;40545;65653
BARCELONA CIUTAT;13;2021-05-31;2021-06-06;108.918;0.974148;111.0427;53.9927;936;1551.1947;18718;8173;3.7843;102;24;12;487;449;508;415;16810;7580;30299;71173
BARCELONA CIUTAT;13;2021-05-30;2021-06-05;111.396;0.991664;111.5618;54.2234;940;1562.0971;18883;8197;3.7850;102;21;11;488;452;508;421;16936;7608;29285;73619
BARCELONA CIUTAT;13;2021-05-29;2021-06-04;128.679;1.15449;110.6966;53.8773;934;1557.5400;18806;8195;3.7815;100;20;13;484;450;504;421;16858;7603;25803;73712
BARCELONA CIUTAT;13;2021-05-28;2021-06-03;137.855;1.24201;110.2351;55.6655;965;1593.9389;19226;8406;3.8732;94;24;14;507;458;531;438;17240;7778;24139;74961
BARCELONA CIUTAT;13;2021-05-27;2021-06-02;147.864;1.32939;110.4658;57.1076;990;1591.2277;19324;8261;3.9814;80;25;13;514;476;535;458;17321;7620;28376;67047
BARCELONA CIUTAT;13;2021-05-26;2021-06-01;150.199;1.35464;110.1197;58.7228;1018;1610.2060;19576;8338;4.0804;93;25;15;545;473;574;457;17549;7718;33634;59636
BARCELONA CIUTAT;13;2021-05-25;2021-05-31;153.076;1.37194;110.8696;64.0875;1111;1627.2806;19221;8989;4.3248;89;25;16;583;528;588;516;17203;8324;34656;55032
BARCELONA CIUTAT;13;2021-05-24;2021-05-30;149.709;1.3355;111.3888;57.0500;989;1413.6171;16821;7685;4.4552;77;24;16;512;477;513;476;15062;7137;33448;49732
BARCELONA CIUTAT;13;2021-05-23;2021-05-29;146.671;1.30839;111.3888;57.3384;994;1423.8272;16998;7685;4.4130;72;25;17;517;477;515;471;15217;7126;34833;45506
BARCELONA CIUTAT;13;2021-05-22;2021-05-28;126.854;1.13338;111.1580;56.8192;985;1418.2895;16883;7704;4.3849;73;23;17;508;477;507;469;15115;7143;37781;40287
BARCELONA CIUTAT;13;2021-05-21;2021-05-27;117.136;1.05258;110.5235;54.5695;946;1371.6804;16193;7586;4.3706;77;19;16;482;464;484;458;14510;7043;38545;37258
BARCELONA CIUTAT;13;2021-05-20;2021-05-26;108.09;0.996837;107.7547;53.3581;925;1421.3468;16809;7831;4.0370;74;15;16;473;452;469;435;15109;7284;41547;33753
BARCELONA CIUTAT;13;2021-05-19;2021-05-25;106.945;1.00024;106.2549;51.3969;891;1439.5174;17076;7879;3.8518;69;15;17;459;432;452;419;15306;7307;45454;28627
BARCELONA CIUTAT;13;2021-05-18;2021-05-24;105.265;1.01207;103.2553;46.7821;811;1468.4174;17909;7547;3.5487;75;12;19;445;366;455;363;16046;7005;50833;25007
BARCELONA CIUTAT;13;2021-05-17;2021-05-23;118.907;1.03493;114.1000;54.3388;942;1685.8881;20339;8887;3.6011;85;13;17;528;414;545;409;18241;8251;53027;23875
BARCELONA CIUTAT;13;2021-05-16;2021-05-22;118.541;1.02603;114.7345;54.0504;937;1678.9659;20204;8902;3.6048;89;13;19;523;414;544;408;18138;8271;56013;22146
BARCELONA CIUTAT;13;2021-05-15;2021-05-21;116.077;0.986312;116.9265;54.3388;942;1686.1188;20351;8879;3.5862;88;17;20;532;410;545;406;18273;8245;57555;21321
BARCELONA CIUTAT;13;2021-05-14;2021-05-20;113.293;0.934919;120.3876;55.9539;970;1735.1507;20989;9091;3.5623;91;18;21;544;426;544;428;18838;8448;60054;17789
BARCELONA CIUTAT;13;2021-05-13;2021-05-19;109.889;0.87937;124.1371;54.3965;943;1706.2507;20854;8725;3.5978;98;17;22;536;407;552;412;18672;8122;62248;20094
BARCELONA CIUTAT;13;2021-05-12;2021-05-18;110.545;0.849796;129.2133;54.8579;951;1680.9272;20647;8493;3.7116;101;23;19;545;406;568;410;18449;7901;64345;20818
BARCELONA CIUTAT;13;2021-05-11;2021-05-17;113.636;0.825538;136.6546;56.4731;979;1660.6222;20356;8432;3.7937;105;26;22;565;414;580;407;18185;7832;67661;20155
BARCELONA CIUTAT;13;2021-05-10;2021-05-16;118.106;0.824538;142.3077;59.7611;1036;1680.4080;20565;8566;4.0316;116;32;19;601;435;631;429;18359;7933;72476;20240
BARCELONA CIUTAT;13;2021-05-09;2021-05-15;119.715;0.823064;144.4997;60.6841;1052;1679.8312;20514;8607;4.0941;126;36;22;604;448;631;445;18310;7972;72354;20240
BARCELONA CIUTAT;13;2021-05-08;2021-05-14;125.794;0.86107;145.1342;62.5877;1085;1687.2725;20619;8631;4.2397;128;33;19;617;468;650;470;18412;8005;72278;20299
BARCELONA CIUTAT;13;2021-05-07;2021-05-13;136.121;0.88924;152.1717;64.4336;1117;1750.5524;21515;8832;4.2455;133;37;18;656;461;699;464;19224;8170;72858;22759
BARCELONA CIUTAT;13;2021-05-06;2021-05-12;149.912;0.916277;162.5550;69.7405;1209;1831.3108;22502;9245;4.3477;133;37;18;719;490;760;489;20174;8554;66411;27319
BARCELONA CIUTAT;13;2021-05-05;2021-05-11;157.808;0.915678;171.2076;74.3553;1289;1911.6653;23707;9433;4.4153;131;32;19;784;505;823;506;21353;8747;57889;35199
BARCELONA CIUTAT;13;2021-05-04;2021-05-10;166.945;0.917858;180.7833;80.1814;1390;2013.5362;25126;9780;4.5632;140;32;15;852;538;904;547;22725;9073;53391;38286
BARCELONA CIUTAT;13;2021-05-03;2021-05-09;171.011;0.910494;186.6671;82.5465;1431;2074.0473;26043;9912;4.5260;138;30;20;891;540;929;555;23574;9214;55728;37872
BARCELONA CIUTAT;13;2021-05-02;2021-05-08;173.177;0.914091;188.3399;83.8156;1453;2071.4515;25998;9912;4.5826;141;29;19;903;550;936;565;23545;9209;54729;37874
BARCELONA CIUTAT;13;2021-05-01;2021-05-07;175.785;0.92615;188.7437;82.5465;1431;2057.3188;25850;9815;4.5263;149;31;22;894;537;926;546;23406;9115;53930;37903
BARCELONA CIUTAT;13;2021-04-30;2021-05-06;189.194;0.953526;197.4541;87.7381;1521;2111.7153;26745;9863;4.6961;157;26;25;950;571;981;589;24243;9189;56741;39737
BARCELONA CIUTAT;13;2021-04-29;2021-05-05;198.677;0.976677;202.5880;92.8144;1609;2106.4660;26843;9674;4.8928;165;29;23;1002;607;1014;618;24339;9016;54313;41866
BARCELONA CIUTAT;13;2021-04-28;2021-05-04;206.952;0.996541;206.8567;96.8523;1679;2115.7532;26946;9732;5.1266;185;29;23;1037;642;1062;655;24431;9061;53460;42449
BARCELONA CIUTAT;13;2021-04-27;2021-05-03;214.35;1.01594;210.2024;100.6018;1744;2149.7294;27679;9588;5.2276;176;31;29;1083;661;1112;667;25091;8940;56116;38344
BARCELONA CIUTAT;13;2021-04-26;2021-05-02;220.754;1.02925;213.5481;104.1205;1805;2173.7261;27927;9756;5.3242;177;30;25;1109;696;1139;696;25321;9144;50272;38653
BARCELONA CIUTAT;13;2021-04-25;2021-05-01;224.73;1.04694;213.7211;104.5243;1812;2180.7060;28019;9785;5.3106;171;32;22;1108;704;1141;696;25409;9182;46742;38680
BARCELONA CIUTAT;13;2021-04-24;2021-04-30;231.304;1.06515;216.2016;106.1972;1841;2208.2792;28351;9931;5.3308;171;31;24;1122;719;1156;711;25702;9321;42544;38594
BARCELONA CIUTAT;13;2021-04-23;2021-04-29;238.588;1.08963;217.8744;109.7159;1902;2166.6886;27824;9737;5.5242;164;33;30;1167;735;1189;710;25228;9148;37150;31345
BARCELONA CIUTAT;13;2021-04-22;2021-04-28;239.161;1.08791;218.7397;109.7736;1903;2179.4946;27853;9930;5.5263;177;35;33;1154;749;1182;726;25196;9330;39139;27548
BARCELONA CIUTAT;13;2021-04-21;2021-04-27;240.135;1.08688;219.7780;110.0044;1907;2176.0335;27727;9996;5.5710;168;33;36;1145;762;1184;738;25075;9425;38314;27072
BARCELONA CIUTAT;13;2021-04-20;2021-04-26;239.85;1.0782;221.2778;109.6006;1900;2169.1114;27452;10151;5.5311;184;33;32;1126;774;1152;749;24801;9568;34646;29714
BARCELONA CIUTAT;13;2021-04-19;2021-04-25;243.325;1.07112;226.0656;109.4275;1897;2156.7092;27262;10126;5.5829;190;35;37;1111;786;1138;767;24598;9524;33006;29729
BARCELONA CIUTAT;13;2021-04-18;2021-04-24;240.078;1.05602;226.2387;109.1968;1893;2148.3450;27125;10118;5.5802;193;32;39;1113;780;1137;759;24465;9512;32967;29700
BARCELONA CIUTAT;13;2021-04-17;2021-04-23;235.231;1.02786;227.6808;110.0044;1907;2135.2506;26908;10108;5.6333;197;36;40;1123;784;1140;764;24282;9517;33123;29688
BARCELONA CIUTAT;13;2021-04-16;2021-04-22;228.533;0.984072;230.8534;108.1584;1875;2138.6540;26908;10167;5.6199;211;40;37;1094;781;1134;767;24256;9570;37219;31380
BARCELONA CIUTAT;13;2021-04-15;2021-04-21;228.416;0.956481;237.3141;108.9660;1889;2143.3841;27262;9895;5.6750;205;39;37;1118;771;1165;760;24590;9331;43454;26475
BARCELONA CIUTAT;13;2021-04-14;2021-04-20;232.14;0.931439;247.8704;109.7736;1903;2178.6870;28083;9686;5.5269;212;48;42;1145;758;1153;751;25340;9110;52941;17074
BARCELONA CIUTAT;13;2021-04-13;2021-04-19;238.813;0.909973;260.9648;111.6772;1936;2188.3780;28549;9388;5.6854;207;44;42;1181;755;1216;752;25775;8840;56979;11400
BARCELONA CIUTAT;13;2021-04-12;2021-04-18;229.299;0.918326;248.3319;116.6381;2022;2212.6055;29051;9306;5.7912;195;46;41;1259;763;1279;747;26230;8754;58440;10841
BARCELONA CIUTAT;13;2021-04-11;2021-04-17;237.662;0.942153;250.8700;117.0419;2029;2224.1424;29198;9359;5.7877;206;44;38;1264;765;1280;755;26353;8808;58490;10841
BARCELONA CIUTAT;13;2021-04-10;2021-04-16;279.077;1.09547;253.3504;117.6764;2040;2243.5244;29512;9381;5.7890;212;42;37;1279;761;1296;757;26638;8826;59186;10840
BARCELONA CIUTAT;13;2021-04-09;2021-04-15;320.705;1.31223;243.1402;122.6949;2127;2308.4772;30319;9700;5.8820;210;43;40;1334;793;1360;787;27370;9131;60655;8270
BARCELONA CIUTAT;13;2021-04-08;2021-04-14;365.193;1.48824;244.1786;128.3480;2225;2324.5135;30231;10066;6.1491;212;47;42;1419;806;1455;803;27250;9471;61812;5706
BARCELONA CIUTAT;13;2021-04-07;2021-04-13;388.389;1.5602;247.8127;138.0967;2394;2287.6531;29434;10224;6.8053;204;47;42;1543;851;1620;838;26488;9631;63778;4904
BARCELONA CIUTAT;13;2021-04-06;2021-04-12;395.762;1.57764;249.6586;149.2875;2588;2230.3724;27565;11100;7.3583;205;52;46;1569;1019;1594;985;24603;10446;60102;4406
BARCELONA CIUTAT;13;2021-04-05;2021-04-11;393.567;1.547;253.1774;131.6937;2283;1898.5709;23354;9559;7.6730;216;53;49;1360;923;1391;899;20841;9004;60395;4289
BARCELONA CIUTAT;13;2021-04-04;2021-04-10;383.063;1.50227;253.6965;133.8281;2320;1930.0667;23815;9644;7.7111;222;58;54;1386;934;1428;912;21261;9085;63512;4289
BARCELONA CIUTAT;13;2021-04-03;2021-04-09;334.76;1.30598;255.1386;135.6740;2352;1911.4923;23259;9878;7.8680;224;63;56;1378;974;1409;957;20763;9308;65561;4431
BARCELONA CIUTAT;13;2021-04-02;2021-04-08;270.768;1.05705;255.0809;120.4453;2088;1583.3827;18937;8512;8.2517;227;60;58;1198;890;1190;865;16872;8032;53128;2885
BARCELONA CIUTAT;13;2021-04-01;2021-04-07;228.727;0.903608;252.0814;115.8305;2008;1495.5868;17610;8317;8.4862;239;57;62;1125;883;1141;862;15746;7857;49354;3801
BARCELONA CIUTAT;13;2021-03-31;2021-04-06;214.552;0.865315;246.8321;109.7159;1902;1444.0745;16699;8335;8.2043;251;56;59;1008;894;1000;871;14930;7875;47999;5244
BARCELONA CIUTAT;13;2021-03-30;2021-04-05;210.61;0.881705;237.9486;100.3710;1740;1401.8494;16707;7595;8.0102;253;53;55;989;751;1028;755;15074;7185;53791;7599
BARCELONA CIUTAT;13;2021-03-29;2021-04-04;233.964;0.922812;252.9466;121.4836;2106;1680.2350;19947;9181;8.0284;243;53;52;1200;906;1220;917;17915;8703;55111;8016
BARCELONA CIUTAT;13;2021-03-28;2021-04-03;242.669;0.965568;250.8123;119.8684;2078;1648.2201;19509;9064;8.0193;224;52;56;1170;908;1185;909;17524;8588;53320;8016
BARCELONA CIUTAT;13;2021-03-27;2021-04-02;264.873;1.06677;247.9858;119.4646;2071;1680.5811;20154;8980;7.8425;219;45;52;1197;874;1228;861;18128;8509;53604;7876
BARCELONA CIUTAT;13;2021-03-26;2021-04-01;309.908;1.19599;258.7151;134.6356;2334;1993.8081;24144;10420;7.5605;213;44;45;1372;962;1430;961;21746;9879;60874;11318
BARCELONA CIUTAT;13;2021-03-25;2021-03-31;320.939;1.24923;256.6961;136.2508;2362;2119.7334;26015;10732;7.0763;200;44;39;1391;971;1401;975;23406;10171;56837;14843
BARCELONA CIUTAT;13;2021-03-24;2021-03-30;320.444;1.28365;249.4855;137.1161;2377;2233.4873;27692;11027;6.7675;197;42;39;1398;979;1412;977;24840;10461;46805;18182
BARCELONA CIUTAT;13;2021-03-23;2021-03-29;319.401;1.30441;244.8131;137.5776;2385;2347.0682;29313;11375;6.3706;196;46;47;1406;979;1407;957;26298;10810;33262;19618
BARCELONA CIUTAT;13;2021-03-22;2021-03-28;309.602;1.30184;238.1217;131.4630;2279;2388.5433;29726;11681;5.9969;225;44;49;1365;914;1383;884;26702;11101;28814;19846
BARCELONA CIUTAT;13;2021-03-21;2021-03-27;305.872;1.29312;236.9103;130.9438;2270;2383.2940;29644;11672;6.0004;226;41;44;1367;903;1386;877;26626;11088;27397;19846
BARCELONA CIUTAT;13;2021-03-20;2021-03-26;294.005;1.2578;233.9684;128.5211;2228;2352.3751;29213;11567;5.9353;218;44;50;1326;902;1333;875;26222;10979;24154;20008
BARCELONA CIUTAT;13;2021-03-19;2021-03-25;279.504;1.24862;224.1044;124.0794;2151;2321.5716;28814;11432;5.7397;210;46;47;1268;883;1263;846;25895;10849;17400;22478
BARCELONA CIUTAT;13;2021-03-18;2021-03-24;268.932;1.24677;216.0285;120.4453;2088;2268.3865;28058;11266;5.6539;198;45;45;1235;853;1224;808;25240;10700;10542;23921
BARCELONA CIUTAT;13;2021-03-17;2021-03-23;258.479;1.24536;207.8373;112.3694;1948;2188.8972;26801;11145;5.4892;193;42;44;1167;781;1152;756;24177;10582;5094;23978
BARCELONA CIUTAT;13;2021-03-16;2021-03-22;248.118;1.25307;198.4924;107.2355;1859;2118.1183;25809;10910;5.4532;194;40;37;1118;741;1110;725;23309;10341;4107;24150
BARCELONA CIUTAT;13;2021-03-15;2021-03-21;245.102;1.2612;194.8006;106.6586;1849;2070.7016;25131;10766;5.5694;167;37;33;1087;762;1081;754;22737;10211;4265;24843
BARCELONA CIUTAT;13;2021-03-14;2021-03-20;242.494;1.25719;193.4739;105.9664;1837;2064.0102;25049;10732;5.5408;169;38;34;1084;753;1075;745;22660;10187;4300;24874
BARCELONA CIUTAT;13;2021-03-13;2021-03-19;237.076;1.23731;192.0318;105.4473;1828;2065.1639;25112;10689;5.5383;163;38;33;1086;742;1079;739;22678;10148;4474;25078
BARCELONA CIUTAT;13;2021-03-12;2021-03-18;221.694;1.18254;188.3976;100.0249;1734;2009.7867;23904;10937;5.4001;169;36;40;1002;732;991;732;21515;10392;5703;23483
BARCELONA CIUTAT;13;2021-03-11;2021-03-17;209.556;1.12724;186.7825;95.5832;1657;1968.3692;22800;11323;5.3197;173;35;42;901;756;909;751;20467;10738;7890;19838
BARCELONA CIUTAT;13;2021-03-10;2021-03-16;203.143;1.08157;188.6861;95.4678;1655;1942.3535;22125;11547;5.3646;166;40;45;846;809;858;796;19872;10960;11753;15015
BARCELONA CIUTAT;13;2021-03-09;2021-03-15;194.022;1.03429;188.3399;91.2569;1582;1948.1796;21948;11825;5.0692;166;42;49;751;831;751;814;19649;11224;15936;12526
BARCELONA CIUTAT;13;2021-03-08;2021-03-14;188.151;1.00989;187.0132;88.1419;1528;1960.0050;21685;12293;4.7914;175;45;53;696;832;687;796;19323;11628;16793;12615
BARCELONA CIUTAT;13;2021-03-07;2021-03-13;185.589;0.994888;187.1863;87.5074;1517;1963.1776;21736;12297;4.7508;174;48;50;687;830;679;794;19374;11631;16854;12652
BARCELONA CIUTAT;13;2021-03-06;2021-03-12;184.639;0.98488;188.1092;86.5844;1501;1981.5213;22073;12278;4.6841;185;49;51;679;822;677;790;19699;11620;16814;12616
BARCELONA CIUTAT;13;2021-03-05;2021-03-11;183.351;0.940631;195.6659;88.3727;1532;2006.2680;22434;12346;4.8016;195;50;51;702;830;714;808;20032;11666;19215;10111
BARCELONA CIUTAT;13;2021-03-04;2021-03-10;185.872;0.929963;200.6844;91.1992;1581;2032.6298;22724;12513;4.9223;194;50;56;748;833;749;835;20319;11861;23775;7575
BARCELONA CIUTAT;13;2021-03-03;2021-03-09;188.969;0.920787;206.1068;93.2182;1616;2091.9872;23273;12993;4.8516;198;50;55;761;855;750;854;20748;12313;26940;6613
BARCELONA CIUTAT;13;2021-03-02;2021-03-08;195.701;0.923727;212.9136;97.0830;1683;2128.6745;23637;13265;5.0273;188;43;58;773;910;775;919;21096;12600;27760;4700
BARCELONA CIUTAT;13;2021-03-01;2021-03-07;202.742;0.921275;220.8163;98.8712;1714;2159.8242;23901;13541;5.1451;186;40;63;768;946;790;970;21331;12876;26775;3423
BARCELONA CIUTAT;13;2021-02-28;2021-03-06;206.237;0.932471;221.7393;99.6788;1728;2159.7088;23873;13567;5.2212;187;39;72;763;965;796;991;21322;12904;26764;3355
BARCELONA CIUTAT;13;2021-02-27;2021-03-05;210.343;0.937463;224.9696;101.5247;1760;2140.4422;23518;13588;5.3281;178;35;75;763;997;797;1009;20979;12917;26964;3029
BARCELONA CIUTAT;13;2021-02-26;2021-03-04;227.296;0.996985;228.3153;107.2932;1860;2190.9161;24009;13972;5.3842;176;32;76;784;1076;797;1072;21434;13279;29338;1538
BARCELONA CIUTAT;13;2021-02-25;2021-03-03;236.959;1.00449;236.2758;109.4852;1898;2191.9545;24202;13797;5.5475;185;32;78;786;1112;817;1107;21592;13090;30909;1233
BARCELONA CIUTAT;13;2021-02-24;2021-03-02;247.121;1.01526;243.8325;112.8886;1957;2212.8363;24537;13824;5.6751;186;29;84;821;1136;854;1132;21881;13114;32121;1085
